DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
20/12/2021 11:15:00,4.7,6428.5,13,18.2,47,1018,3.5,4977,4742
20/12/2021 11:15:00,4.7,8680.1,13,18.2,47,1018,3.5,4977,4742
20/12/2021 11:30:00,4.5,6290.7,12,17.9,48,1018,2.6,1518,1110
20/12/2021 11:30:00,4.5,7983.3,12,17.9,48,1018,2.6,1518,1110
20/12/2021 11:45:00,4.3,6151.6,8,17.6,50,1017,2.8,2264,1980
20/12/2021 11:45:00,4.3,7285.2,8,17.6,50,1017,2.8,2264,1980
20/12/2021 12:00:00,4.1,6013.8,6,17.3,51,1017,3.2,3359,2745
20/12/2021 12:00:00,4.1,6588.4,6,17.3,51,1017,3.2,3359,2745
20/12/2021 12:15:00,3.9,5944.9,3,17,53,1017,3.1,2806,2590
20/12/2021 12:15:00,3.9,6145.1,3,17,53,1017,3.1,2806,2590
20/12/2021 12:30:00,3.8,5946.2,2,16.9,54,1017,3.7,4403,4583
20/12/2021 12:30:00,3.8,5955.3,2,16.9,54,1017,3.7,4403,4583
20/12/2021 12:45:00,3.6,5765.5,0,16.7,56,1016,3.1,2543,1584
20/12/2021 12:45:00,3.6,5946.2,0,16.7,56,1016,3.1,2543,1584
20/12/2021 13:00:00,3.5,5575.7,0,16.6,57,1016,2.3,415,283
20/12/2021 13:00:00,3.5,5947.5,0,16.6,57,1016,2.3,415,283
20/12/2021 13:15:00,3.4,5362.5,358,16.5,58,1016,2,-15,-433
20/12/2021 13:15:00,3.4,5939.7,358,16.5,58,1016,2,-15,-433
20/12/2021 13:30:00,3.3,5125.9,0,16.4,59,1016,1.7,-93,-470
20/12/2021 13:30:00,3.3,5922.8,0,16.4,59,1016,1.7,-93,-470
20/12/2021 13:45:00,3.2,4888,0,16.4,60,1016,1.1,-105,-435
20/12/2021 13:45:00,3.2,5905.9,0,16.4,60,1016,1.1,-105,-435
20/12/2021 14:00:00,3.1,4651.4,0,16.3,61,1016,1.1,-89,-398
20/12/2021 14:00:00,3.1,5889,0,16.3,61,1016,1.1,-89,-398
20/12/2021 14:15:00,3.2,4728.1,0,16.3,62,1016,1.8,-45,-442
20/12/2021 14:15:00,3.2,5881.2,0,16.3,62,1016,1.8,-45,-442
20/12/2021 14:30:00,3.3,5118.1,2,16.2,63,1016,2.8,671,1
20/12/2021 14:30:00,3.3,5879.9,2,16.2,63,1016,2.8,671,1
20/12/2021 14:45:00,3.4,5509.4,3,16.1,64,1016,2.9,865,485
20/12/2021 14:45:00,3.4,5878.6,3,16.1,64,1016,2.9,865,485
20/12/2021 15:00:00,3.5,5877.3,5,16,65,1016,3.9,3639,2660
20/12/2021 15:00:00,3.5,5899.4,5,16,65,1016,3.9,3639,2660
20/12/2021 15:15:00,3.6,5957.9,5,15.9,66,1016,4.1,4934,3992
20/12/2021 15:15:00,3.6,6115.2,5,15.9,66,1016,4.1,4934,3992
20/12/2021 15:30:00,3.7,6117.8,3,15.8,67,1016,4.1,4969,4049
20/12/2021 15:30:00,3.7,6156.8,3,15.8,67,1016,4.1,4969,4049
20/12/2021 15:45:00,3.7,6198.4,3,15.7,68,1016,3.9,4871,3958
20/12/2021 15:45:00,3.7,6277.7,3,15.7,68,1016,3.9,4871,3958
20/12/2021 16:00:00,3.8,6240,2,15.6,69,1016,4.5,7259,5959
20/12/2021 16:00:00,3.8,6437.6,2,15.6,69,1016,4.5,7259,5959
20/12/2021 16:15:00,3.8,6503.9,0,15.5,69,1016,4.1,5815,4916
20/12/2021 16:15:00,3.8,6689.8,0,15.5,69,1016,4.1,5815,4916
20/12/2021 16:30:00,3.9,6991.4,0,15.4,70,1016,3.5,3255,2463
20/12/2021 16:30:00,3.9,7034.3,0,15.4,70,1016,3.5,3255,2463
20/12/2021 16:45:00,4,7380.1,359,15.3,70,1016,3.2,2872,2255
20/12/2021 16:45:00,4,7478.9,359,15.3,70,1016,3.2,2872,2255
20/12/2021 17:00:00,4.1,7724.6,357,15.2,71,1016,3,1902,984
20/12/2021 17:00:00,4.1,7966.4,357,15.2,71,1016,3,1902,984
20/12/2021 17:15:00,4.2,7919.6,356,15.2,71,1016,3.4,4151,3407
20/12/2021 17:15:00,4.2,8567,356,15.2,71,1016,3.4,4151,3407
20/12/2021 17:30:00,4.5,7963.8,355,15.1,71,1016,5.1,13484,11855
20/12/2021 17:30:00,4.5,9283.3,355,15.1,71,1016,5.1,13484,11855
20/12/2021 17:45:00,4.8,8006.7,354,15,72,1016,5.6,16879,14733
20/12/2021 17:45:00,4.8,9999.6,354,15,72,1016,5.6,16879,14733
20/12/2021 18:00:00,5.1,8050.9,353,14.9,72,1016,5.9,17650,16635
20/12/2021 18:00:00,5.1,10715.9,353,14.9,72,1016,5.9,17650,16635
20/12/2021 18:15:00,5.1,8125,353,14.9,72,1016,5.9,19048,16677
20/12/2021 18:15:00,5.1,11057.8,353,14.9,72,1016,5.9,19048,16677
20/12/2021 18:30:00,5,8229,352,14.9,72,1016,5.5,14031,12395
20/12/2021 18:30:00,5,11026.6,352,14.9,72,1016,5.5,14031,12395
20/12/2021 18:45:00,4.9,8331.7,352,14.9,71,1016,5,10738,9634
20/12/2021 18:45:00,4.9,10996.7,352,14.9,71,1016,5,10738,9634
20/12/2021 19:00:00,4.8,8435.7,350,14.9,71,1016,5.2,13045,11596
20/12/2021 19:00:00,4.8,10965.5,350,14.9,71,1016,5.2,13045,11596
20/12/2021 19:15:00,4.7,8481.2,350,14.9,71,1016,4.3,6719,6622
20/12/2021 19:15:00,4.7,10988.9,350,14.9,71,1016,4.3,6719,6622
20/12/2021 19:30:00,4.7,8466.9,351,14.9,71,1016,4.3,7438,6438
20/12/2021 19:30:00,4.7,11066.9,351,14.9,71,1016,4.3,7438,6438
20/12/2021 19:45:00,4.5,8452.6,352,15,70,1016,3.6,4746,3795
20/12/2021 19:45:00,4.5,11146.2,352,15,70,1016,3.6,4746,3795
20/12/2021 20:00:00,4.5,8438.3,354,15,70,1016,3.1,3159,2931
20/12/2021 20:00:00,4.5,11224.2,354,15,70,1016,3.1,3159,2931
20/12/2021 20:15:00,4.6,8533.2,355,15,70,1016,2.4,1413,754
20/12/2021 20:15:00,4.6,11359.4,355,15,70,1016,2.4,1413,754
20/12/2021 20:30:00,4.7,8739.9,355,15,70,1016,3.6,5441,4608
20/12/2021 20:30:00,4.7,11550.5,355,15,70,1016,3.6,5441,4608
20/12/2021 20:45:00,4.8,8946.6,355,14.9,69,1016,3.3,4022,3386
20/12/2021 20:45:00,4.8,11742.9,355,14.9,69,1016,3.3,4022,3386
20/12/2021 21:00:00,4.9,9153.3,355,14.9,69,1016,4.4,9956,8586
20/12/2021 21:00:00,4.9,11934,355,14.9,69,1016,4.4,9956,8586
20/12/2021 21:15:00,4.9,9248.2,355,14.9,69,1016,4.3,10621,9842
20/12/2021 21:15:00,4.9,12019.8,355,14.9,69,1016,4.3,10621,9842
20/12/2021 21:30:00,4.7,9231.3,356,14.9,69,1016,4.7,12091,10725
20/12/2021 21:30:00,4.7,12000.3,356,14.9,69,1016,4.7,12091,10725
20/12/2021 21:45:00,4.5,9214.4,357,14.9,68,1016,5.6,18031,15839
20/12/2021 21:45:00,4.5,11979.5,357,14.9,68,1016,5.6,18031,15839
20/12/2021 22:00:00,4.3,9197.5,359,14.9,68,1016,5.8,21853,20642
20/12/2021 22:00:00,4.3,11960,359,14.9,68,1016,5.8,21853,20642
20/12/2021 22:15:00,4.2,9284.6,0,14.9,68,1016,6.4,28574,26339
20/12/2021 22:15:00,4.2,12019.8,0,14.9,68,1016,6.4,28574,26339
20/12/2021 22:30:00,4.1,9478.3,0,14.9,68,1016,6.3,26711,25890
20/12/2021 22:30:00,4.1,12161.5,0,14.9,68,1016,6.3,26711,25890
20/12/2021 22:45:00,4,9672,359,14.8,69,1016,6.6,30242,28207
20/12/2021 22:45:00,4,12301.9,359,14.8,69,1016,6.6,30242,28207
20/12/2021 23:00:00,3.9,9865.7,359,14.8,69,1016,7.7,42072,37285
20/12/2021 23:00:00,3.9,12443.6,359,14.8,69,1016,7.7,42072,37285
20/12/2021 23:15:00,3.9,10058.1,359,14.8,69,1016,7.3,37255,33844
20/12/2021 23:15:00,3.9,12426.7,359,14.8,69,1016,7.3,37255,33844
20/12/2021 23:30:00,3.8,10249.2,357,14.7,69,1016,6.3,27415,25843
20/12/2021 23:30:00,3.8,12252.5,357,14.7,69,1016,6.3,27415,25843
20/12/2021 23:45:00,3.7,10440.3,355,14.7,69,1015,6.6,29488,28058
20/12/2021 23:45:00,3.7,12078.3,355,14.7,69,1015,6.6,29488,28058
21/12/2021 00:00:00,4.7,10582,351,14.7,69,1016,6.2,23245,21082
21/12/2021 00:00:00,4.7,11612.9,351,14.7,69,1016,6.2,23245,21082
21/12/2021 00:15:00,4.8,10842,350,14.5,72,1016,6.1,22532,20614
21/12/2021 00:15:00,4.8,11914.5,350,14.5,72,1016,6.1,22532,20614
21/12/2021 00:30:00,4.9,11177.4,349,14.3,75,1016,6.2,23368,21743
21/12/2021 00:30:00,4.9,12173.2,349,14.3,75,1016,6.2,23368,21743
21/12/2021 00:45:00,5,11514.1,348,14,78,1015,5,13557,13496
21/12/2021 00:45:00,5,12431.9,348,14,78,1015,5,13557,13496
21/12/2021 01:00:00,5.1,11849.5,348,13.8,81,1015,5,11329,10329
21/12/2021 01:00:00,5.1,12690.6,348,13.8,81,1015,5,11329,10329
21/12/2021 01:15:00,5.1,11900.2,349,13.6,83,1015,4.4,7950,7445
21/12/2021 01:15:00,5.1,12775.1,349,13.6,83,1015,4.4,7950,7445
21/12/2021 01:30:00,5,11666.2,350,13.4,86,1015,4.8,10139,9481
21/12/2021 01:30:00,5,12688,350,13.4,86,1015,4.8,10139,9481
21/12/2021 01:45:00,4.9,11430.9,351,13.3,88,1014,4.9,10775,9482
21/12/2021 01:45:00,4.9,12599.6,351,13.3,88,1014,4.9,10775,9482
21/12/2021 02:00:00,4.8,11196.9,352,13.1,91,1014,5.4,16619,14532
21/12/2021 02:00:00,4.8,12512.5,352,13.1,91,1014,5.4,16619,14532
21/12/2021 02:15:00,4.6,10860.2,354,13,93,1014,5.1,13210,12065
21/12/2021 02:15:00,4.6,12091.3,354,13,93,1014,5.1,13210,12065
21/12/2021 02:30:00,4.6,10419.5,356,12.9,94,1014,4.6,9047,8432
21/12/2021 02:30:00,4.6,11337.3,356,12.9,94,1014,4.6,9047,8432
21/12/2021 02:45:00,4.7,9980.1,359,12.9,95,1014,5.2,12472,10694
21/12/2021 02:45:00,4.7,10583.3,359,12.9,95,1014,5.2,12472,10694
21/12/2021 03:00:00,4.7,9539.4,0,12.8,96,1014,5.5,15045,12869
21/12/2021 03:00:00,4.7,9829.3,0,12.8,96,1014,5.5,15045,12869
21/12/2021 03:15:00,4.7,9477,1,12.8,96,1014,5.2,13629,12377
21/12/2021 03:15:00,4.7,9686.3,1,12.8,96,1014,5.2,13629,12377
21/12/2021 03:30:00,4.6,9790.3,0,12.8,96,1014,5.6,15993,14301
21/12/2021 03:30:00,4.6,10154.3,0,12.8,96,1014,5.6,15993,14301
21/12/2021 03:45:00,4.5,10103.6,0,12.9,96,1014,5.3,14151,12912
21/12/2021 03:45:00,4.5,10622.3,0,12.9,96,1014,5.3,14151,12912
21/12/2021 04:00:00,4.4,10416.9,359,12.9,96,1014,5.1,12592,11572
21/12/2021 04:00:00,4.4,11090.3,359,12.9,96,1014,5.1,12592,11572
21/12/2021 04:15:00,4.3,10267.4,359,12.9,96,1014,4.5,7607,6102
21/12/2021 04:15:00,4.3,11217.7,359,12.9,96,1014,4.5,7607,6102
21/12/2021 04:30:00,4.2,9655.1,359,12.9,96,1014,4.3,7532,6637
21/12/2021 04:30:00,4.2,11003.2,359,12.9,96,1014,4.3,7532,6637
21/12/2021 04:45:00,4,9044.1,359,13,96,1013,4.5,8451,7918
21/12/2021 04:45:00,4,10788.7,359,13,96,1013,4.5,8451,7918
21/12/2021 05:00:00,3.9,8431.8,359,13,96,1013,3.8,4851,3521
21/12/2021 05:00:00,3.9,10574.2,359,13,96,1013,3.8,4851,3521
21/12/2021 05:15:00,3.8,8249.8,0,13,96,1013,3.5,4176,3549
21/12/2021 05:15:00,3.8,10332.4,0,13,96,1013,3.5,4176,3549
21/12/2021 05:30:00,3.9,8495.5,0,13,96,1013,2.7,1761,1125
21/12/2021 05:30:00,3.9,10064.6,0,13,96,1013,2.7,1761,1125
21/12/2021 05:45:00,3.9,8742.5,3,13.1,96,1014,3.9,4313,3146
21/12/2021 05:45:00,3.9,9795.5,3,13.1,96,1014,3.9,4313,3146
21/12/2021 06:00:00,4,8988.2,4,13.1,96,1014,3.5,3635,2565
21/12/2021 06:00:00,4,9527.7,4,13.1,96,1014,3.5,3635,2565
21/12/2021 06:15:00,4.1,9362.6,6,13.1,96,1014,3.5,3091,2163
21/12/2021 06:15:00,4.1,9534.2,6,13.1,96,1014,3.5,3091,2163
21/12/2021 06:30:00,4.2,9813.7,7,13.1,96,1014,3.3,2849,2016
21/12/2021 06:30:00,4.2,9865.7,7,13.1,96,1014,3.3,2849,2016
21/12/2021 06:45:00,4.3,10093.2,8,13.1,96,1014,4,4803,3955
21/12/2021 06:45:00,4.3,10367.5,8,13.1,96,1014,4,4803,3955
21/12/2021 07:00:00,4.5,10372.7,9,13.1,96,1014,2.9,1181,813
21/12/2021 07:00:00,4.5,10870.6,9,13.1,96,1014,2.9,1181,813
21/12/2021 07:15:00,4.6,10270,9,13.2,96,1014,2.4,435,-23
21/12/2021 07:15:00,4.6,11141,9,13.2,96,1014,2.4,435,-23
21/12/2021 07:30:00,4.8,9783.8,10,13.3,96,1014,2.5,993,352
21/12/2021 07:30:00,4.8,11178.7,10,13.3,96,1014,2.5,993,352
21/12/2021 07:45:00,4.9,9297.6,9,13.4,95,1014,3.5,3429,2602
21/12/2021 07:45:00,4.9,11216.4,9,13.4,95,1014,3.5,3429,2602
21/12/2021 08:00:00,5.1,8811.4,10,13.5,95,1014,3.4,3123,2343
21/12/2021 08:00:00,5.1,11254.1,10,13.5,95,1014,3.4,3123,2343
21/12/2021 08:15:00,5.2,8656.7,10,13.6,95,1014,3.3,2849,1865
21/12/2021 08:15:00,5.2,11467.3,10,13.6,95,1014,3.3,2849,1865
21/12/2021 08:30:00,5.3,8833.5,9,13.7,95,1014,3.2,2545,2283
21/12/2021 08:30:00,5.3,11857.3,9,13.7,95,1014,3.2,2545,2283
21/12/2021 08:45:00,5.3,9009,8,13.8,95,1015,3.1,2660,2510
21/12/2021 08:45:00,5.3,12246,8,13.8,95,1015,3.1,2660,2510
21/12/2021 09:00:00,5.4,9185.8,6,13.9,95,1015,3.3,2846,2346
21/12/2021 09:00:00,5.4,12636,6,13.9,95,1015,3.3,2846,2346
21/12/2021 09:15:00,5.4,9369.1,6,14.1,95,1015,3.2,1603,1194
21/12/2021 09:15:00,5.4,12643.8,6,14.1,95,1015,3.2,1603,1194
21/12/2021 09:30:00,5.4,9557.6,6,14.2,95,1015,3.8,7466,6998
21/12/2021 09:30:00,5.4,12269.4,6,14.2,95,1015,3.8,7466,6998
21/12/2021 09:45:00,5.4,9747.4,5,14.3,94,1015,3.5,5577,4967
21/12/2021 09:45:00,5.4,11893.7,5,14.3,94,1015,3.5,5577,4967
21/12/2021 10:00:00,5.4,9935.9,5,14.4,94,1015,3.6,5992,5632
21/12/2021 10:00:00,5.4,11519.3,5,14.4,94,1015,3.6,5992,5632
21/12/2021 10:15:00,5.3,10211.5,6,14.5,94,1015,4.4,9659,8863
21/12/2021 10:15:00,5.3,11064.3,6,14.5,94,1015,4.4,9659,8863
21/12/2021 10:30:00,5.1,10530,8,14.6,94,1015,4.1,8173,6968
21/12/2021 10:30:00,5.1,10574.2,8,14.6,94,1015,4.1,8173,6968
21/12/2021 10:45:00,5,9995.7,9,14.7,94,1014,5,14862,13453
21/12/2021 10:45:00,5,10936.9,9,14.7,94,1014,5,14862,13453
21/12/2021 11:00:00,4.8,9461.4,11,14.8,94,1014,5.5,17544,16976
21/12/2021 11:00:00,4.8,11299.6,11,14.8,94,1014,5.5,17544,16976
21/12/2021 11:15:00,4.8,9605.7,11,14.8,94,1014,6.2,24537,23425
21/12/2021 11:15:00,4.8,11541.4,11,14.8,94,1014,6.2,24537,23425
21/12/2021 11:30:00,5,10429.9,12,14.8,94,1014,6.2,23248,23295
21/12/2021 11:30:00,5,11664.9,12,14.8,94,1014,6.2,23248,23295
21/12/2021 11:45:00,5.2,11254.1,11,14.8,95,1013,3.2,3312,4444
21/12/2021 11:45:00,5.2,11788.4,11,14.8,95,1013,3.2,3312,4444
21/12/2021 12:00:00,5.4,11911.9,12,14.8,95,1013,5.2,21410,18379
21/12/2021 12:00:00,5.4,12078.3,12,14.8,95,1013,5.2,21410,18379
21/12/2021 12:15:00,5.5,12769.9,13,14.8,95,1013,5.3,19347,20732
21/12/2021 12:15:00,5.5,12885.6,13,14.8,95,1013,5.3,19347,20732
21/12/2021 12:30:00,5.7,13676,14,14.9,95,1013,6,23763,22686
21/12/2021 12:30:00,5.7,14363.7,14,14.9,95,1013,6,23763,22686
21/12/2021 12:45:00,5.9,14467.7,17,15,94,1012,3.7,7061,6349
21/12/2021 12:45:00,5.9,15956.2,17,15,94,1012,3.7,7061,6349
21/12/2021 13:00:00,6,15258.1,18,15.1,94,1012,4.1,12651,11303
21/12/2021 13:00:00,6,17550,18,15.1,94,1012,4.1,12651,11303
21/12/2021 13:15:00,6.3,17371.9,20,15.1,94,1012,3.8,9126,9553
21/12/2021 13:15:00,6.3,17685.2,20,15.1,94,1012,3.8,9126,9553
21/12/2021 13:30:00,6.7,16363.1,21,15,94,1012,3,5770,6721
21/12/2021 13:30:00,6.7,20810.4,21,15,94,1012,3,5770,6721
21/12/2021 13:45:00,7.3,15041,22,14.9,94,1011,3.9,10600,11525
21/12/2021 13:45:00,7.3,24248.9,22,14.9,94,1011,3.9,10600,11525
21/12/2021 14:00:00,7.8,13718.9,23,14.8,94,1011,4.5,11835,12110
21/12/2021 14:00:00,7.8,27687.4,23,14.8,94,1011,4.5,11835,12110
21/12/2021 14:15:00,7.9,12932.4,22,14.8,94,1011,4.6,13170,13538
21/12/2021 14:15:00,7.9,28132,22,14.8,94,1011,4.6,13170,13538
21/12/2021 14:30:00,7.4,12681.5,19,14.8,94,1011,5.1,18844,19374
21/12/2021 14:30:00,7.4,25582.7,19,14.8,94,1011,5.1,18844,19374
21/12/2021 14:45:00,7.1,12430.6,16,14.8,94,1011,4.9,11286,10683
21/12/2021 14:45:00,7.1,23034.7,16,14.8,94,1011,4.9,11286,10683
21/12/2021 15:00:00,6.6,12179.7,12,14.8,94,1011,4.1,8663,7755
21/12/2021 15:00:00,6.6,20485.4,12,14.8,94,1011,4.1,8663,7755
21/12/2021 15:15:00,6.4,12747.8,10,14.8,94,1011,3,2001,1432
21/12/2021 15:15:00,6.4,18675.8,10,14.8,94,1011,3,2001,1432
21/12/2021 15:30:00,6.1,14134.9,9,14.9,94,1011,2.3,1000,1023
21/12/2021 15:30:00,6.1,17605.9,9,14.9,94,1011,2.3,1000,1023
21/12/2021 15:45:00,5.8,15523.3,6,14.9,94,1011,2.4,971,687
21/12/2021 15:45:00,5.8,16536,6,14.9,94,1011,2.4,971,687
21/12/2021 16:00:00,5.5,15466.1,4,15,94,1011,2.5,1046,715
21/12/2021 16:00:00,5.5,16910.4,4,15,94,1011,2.5,1046,715
21/12/2021 16:15:00,5.2,14913.6,7,15,94,1011,2.9,1595,1181
21/12/2021 16:15:00,5.2,18034.9,7,15,94,1011,2.9,1595,1181
21/12/2021 16:30:00,5.1,14881.1,15,14.9,95,1011,4.1,6354,5392
21/12/2021 16:30:00,5.1,18895.5,15,14.9,95,1011,4.1,6354,5392
21/12/2021 16:45:00,4.9,14848.6,24,14.9,95,1012,4.3,7242,6706
21/12/2021 16:45:00,4.9,19757.4,24,14.9,95,1012,4.3,7242,6706
21/12/2021 17:00:00,5,14816.1,33,14.8,96,1012,5.6,16204,14779
21/12/2021 17:00:00,5,20618,33,14.8,96,1012,5.6,16204,14779
21/12/2021 17:15:00,5.1,15442.7,36,14.8,96,1012,6.3,23427,21394
21/12/2021 17:15:00,5.1,21256.3,36,14.8,96,1012,6.3,23427,21394
21/12/2021 17:30:00,5.3,16731,34,14.7,96,1012,6.8,27283,29026
21/12/2021 17:30:00,5.3,21671,34,14.7,96,1012,6.8,27283,29026
21/12/2021 17:45:00,5.5,18019.3,34,14.7,96,1013,7,31516,29293
21/12/2021 17:45:00,5.5,22085.7,34,14.7,96,1013,7,31516,29293
21/12/2021 18:00:00,5.8,19307.6,32,14.6,96,1013,7.3,38473,38523
21/12/2021 18:00:00,5.8,22500.4,32,14.6,96,1013,7.3,38473,38523
21/12/2021 18:15:00,6,20824.7,31,14.6,96,1013,7.6,40199,38267
21/12/2021 18:15:00,6,23292.1,31,14.6,96,1013,7.6,40199,38267
21/12/2021 18:30:00,6.1,22571.9,30,14.7,95,1013,7.8,43572,43051
21/12/2021 18:30:00,6.1,24462.1,30,14.7,95,1013,7.8,43572,43051
21/12/2021 18:45:00,6.4,24317.8,28,14.7,94,1013,7.9,46089,45492
21/12/2021 18:45:00,6.4,25632.1,28,14.7,94,1013,7.9,46089,45492
21/12/2021 19:00:00,6.5,26065,27,14.8,93,1013,8.4,48416,45876
21/12/2021 19:00:00,6.5,26802.1,27,14.8,93,1013,8.4,48416,45876
21/12/2021 19:15:00,6.7,27495,27,14.8,92,1013,8,45121,45540
21/12/2021 19:15:00,6.7,27744.6,27,14.8,92,1013,8,45121,45540
21/12/2021 19:30:00,6.9,27709.5,26,14.8,92,1013,7.8,41887,41008
21/12/2021 19:30:00,6.9,29355.3,26,14.8,92,1013,7.8,41887,41008
21/12/2021 19:45:00,7,27924,24,14.8,91,1013,7.3,38746,36323
21/12/2021 19:45:00,7,30966,24,14.8,91,1013,7.3,38746,36323
21/12/2021 20:00:00,7.2,28138.5,24,14.8,91,1013,7.7,41548,38395
21/12/2021 20:00:00,7.2,32576.7,24,14.8,91,1013,7.7,41548,38395
21/12/2021 20:15:00,7.3,28594.8,23,14.8,91,1013,7.4,33857,35239
21/12/2021 20:15:00,7.3,33477.6,23,14.8,91,1013,7.4,33857,35239
21/12/2021 20:30:00,7.2,29292.9,22,14.8,91,1013,7.1,31512,31693
21/12/2021 20:30:00,7.2,33666.1,22,14.8,91,1013,7.1,31512,31693
21/12/2021 20:45:00,7.1,29991,22,14.8,90,1013,7.2,33370,31301
21/12/2021 20:45:00,7.1,33854.6,22,14.8,90,1013,7.2,33370,31301
21/12/2021 21:00:00,7.1,30689.1,21,14.8,90,1013,7,32012,34766
21/12/2021 21:00:00,7.1,34043.1,21,14.8,90,1013,7,32012,34766
21/12/2021 21:15:00,6.9,30930.9,20,14.8,90,1013,6.8,26259,27880
21/12/2021 21:15:00,6.9,33748,20,14.8,90,1013,6.8,26259,27880
21/12/2021 21:30:00,6.7,30717.7,21,14.8,90,1013,6.5,25421,27530
21/12/2021 21:30:00,6.7,32968,21,14.8,90,1013,6.5,25421,27530
21/12/2021 21:45:00,6.6,30505.8,22,14.9,90,1013,6.5,25458,25942
21/12/2021 21:45:00,6.6,32186.7,22,14.9,90,1013,6.5,25458,25942
21/12/2021 22:00:00,6.4,30292.6,23,14.9,90,1013,6.5,26507,26234
21/12/2021 22:00:00,6.4,31406.7,23,14.9,90,1013,6.5,26507,26234
21/12/2021 22:15:00,6.2,30015.7,24,14.9,90,1013,6.3,24500,23864
21/12/2021 22:15:00,6.2,30715.1,24,14.9,90,1013,6.3,24500,23864
21/12/2021 22:30:00,6.2,29675.1,25,14.9,89,1013,5.9,20874,22023
21/12/2021 22:30:00,6.2,30111.9,25,14.9,89,1013,5.9,20874,22023
21/12/2021 22:45:00,6.1,29334.5,26,15,89,1013,6,21537,20924
21/12/2021 22:45:00,6.1,29507.4,26,15,89,1013,6,21537,20924
21/12/2021 23:00:00,6.1,28904.2,27,15,88,1013,6.2,24203,24959
21/12/2021 23:00:00,6.1,28993.9,27,15,88,1013,6.2,24203,24959
21/12/2021 23:15:00,5.9,28295.8,27,15,88,1013,6.5,27663,25131
21/12/2021 23:15:00,5.9,28775.5,27,15,88,1013,6.5,27663,25131
21/12/2021 23:30:00,5.9,27683.5,26,15,88,1013,6.3,25531,24976
21/12/2021 23:30:00,5.9,28680.6,26,15,88,1013,6.3,25531,24976
21/12/2021 23:45:00,5.7,27069.9,25,15,88,1013,6.8,30112,27159
21/12/2021 23:45:00,5.7,28585.7,25,15,88,1013,6.8,30112,27159
22/12/2021 00:00:00,5.7,21864.7,29,13.2,93,1013,6.4,26470,25994
22/12/2021 00:00:00,5.7,22791.6,29,13.2,93,1013,6.4,26470,25994
22/12/2021 00:15:00,5.6,21182.2,30,13.2,93,1013,5.7,19515,19461
22/12/2021 00:15:00,5.6,21490.3,30,13.2,93,1013,5.7,19515,19461
22/12/2021 00:30:00,5.6,20681.7,30,13.2,93,1013,5.9,21350,20406
22/12/2021 00:30:00,5.6,21187.4,30,13.2,93,1013,5.9,21350,20406
22/12/2021 00:45:00,5.6,20181.2,31,13.3,93,1013,6.3,22268,21392
22/12/2021 00:45:00,5.6,20885.8,31,13.3,93,1013,6.3,22268,21392
22/12/2021 01:00:00,5.6,19680.7,31,13.3,93,1013,5.8,19068,19362
22/12/2021 01:00:00,5.6,20582.9,31,13.3,93,1013,5.8,19068,19362
22/12/2021 01:15:00,5.6,19554.6,30,13.3,93,1013,6,21214,23652
22/12/2021 01:15:00,5.6,20364.5,30,13.3,93,1013,6,21214,23652
22/12/2021 01:30:00,5.6,19804.2,29,13.3,93,1013,5.7,19361,19009
22/12/2021 01:30:00,5.6,20228,29,13.3,93,1013,5.7,19361,19009
22/12/2021 01:45:00,5.5,20053.8,28,13.2,94,1013,5.6,18889,17625
22/12/2021 01:45:00,5.5,20091.5,28,13.2,94,1013,5.6,18889,17625
22/12/2021 02:00:00,5.6,19955,27,13.2,94,1013,6,21865,20969
22/12/2021 02:00:00,5.6,20303.4,27,13.2,94,1013,6,21865,20969
22/12/2021 02:15:00,5.5,19698.9,25,13.2,94,1013,6,22818,22345
22/12/2021 02:15:00,5.5,20116.2,25,13.2,94,1013,6,22818,22345
22/12/2021 02:30:00,5.5,19325.8,24,13.2,94,1013,5.3,14893,15643
22/12/2021 02:30:00,5.5,19490.9,24,13.2,94,1013,5.3,14893,15643
22/12/2021 02:45:00,5.4,18865.6,23,13.1,95,1012,5.7,17246,16782
22/12/2021 02:45:00,5.4,18951.4,23,13.1,95,1012,5.7,17246,16782
22/12/2021 03:00:00,5.4,18240.3,22,13.1,95,1012,5.3,16380,16045
22/12/2021 03:00:00,5.4,18578.3,22,13.1,95,1012,5.3,16380,16045
22/12/2021 03:15:00,5.4,17923.1,22,13.1,95,1012,5.7,18144,17090
22/12/2021 03:15:00,5.4,18164.9,22,13.1,95,1012,5.7,18144,17090
22/12/2021 03:30:00,5.3,17713.8,23,13.1,95,1012,4.8,11503,13257
22/12/2021 03:30:00,5.3,17912.7,23,13.1,95,1012,4.8,11503,13257
22/12/2021 03:45:00,5.3,17262.7,26,13.2,94,1012,5.5,16607,16205
22/12/2021 03:45:00,5.3,17902.3,26,13.2,94,1012,5.5,16607,16205
22/12/2021 04:00:00,5.3,16811.6,27,13.2,94,1012,6.1,20880,18963
22/12/2021 04:00:00,5.3,17891.9,27,13.2,94,1012,6.1,20880,18963
22/12/2021 04:15:00,5.3,16909.1,28,13.2,94,1012,5.9,17361,16517
22/12/2021 04:15:00,5.3,18157.1,28,13.2,94,1012,5.9,17361,16517
